date,geo,revenue,tv_spend,digital_spend,social_spend,search_spend,display_spend,price_index,competitor_spend
2022-02-21,west,1501.23,117.31,101.22,32.63,119.93,43.95,100.84,350.06
2022-02-28,west,1514.67,0.0,147.32,81.69,141.75,33.64,100.42,237.25
2022-03-07,west,1545.81,190.65,118.13,56.73,95.41,0.0,100.1,183.28
2022-03-14,west,1551.32,120.22,137.42,112.06,102.11,29.82,99.69,340.16
2022-03-21,west,1587.46,296.04,104.56,63.03,136.23,70.64,99.16,266.74
2022-03-28,west,1540.18,139.8,144.56,37.76,167.97,0.0,100.22,175.34
2022-04-04,west,1646.89,109.72,156.83,92.61,158.42,54.1,100.89,297.44
2022-04-11,west,1501.78,0.0,67.33,0.0,133.25,0.0,101.85,241.82
2022-04-18,west,1516.84,246.73,157.95,0.0,149.05,78.88,101.24,259.12
2022-04-25,west,1556.63,0.0,119.32,90.99,108.35,0.0,101.27,220.29
2022-05-02,west,1522.71,230.38,159.5,110.43,137.67,0.0,100.63,305.08
2022-05-09,west,1485.33,204.59,104.93,100.05,117.68,0.0,100.28,302.95
2022-05-16,west,1499.41,117.07,98.03,88.93,87.02,69.64,99.82,273.07
2022-05-23,west,1457.67,0.0,168.79,89.24,140.04,0.0,100.44,128.46
2022-05-30,west,1440.92,211.87,81.15,0.0,123.09,0.0,100.24,306.22
2022-06-06,west,1400.54,0.0,159.44,52.4,101.01,75.7,100.78,268.98
2022-06-13,west,1411.16,287.42,111.89,0.0,155.33,72.82,101.08,279.41
2022-06-20,west,1314.9,0.0,115.86,50.11,64.24,0.0,102.23,204.35
2022-06-27,west,1366.85,296.65,88.72,44.92,91.95,0.0,101.49,334.02
2022-07-04,west,1340.83,0.0,123.64,87.54,65.46,0.0,102.12,303.18
2022-07-11,west,1375.86,293.82,90.93,84.84,131.17,0.0,102.69,162.2
2022-07-18,west,1314.81,0.0,53.18,80.97,122.83,29.94,102.21,238.81
2022-07-25,west,1287.49,166.89,83.9,25.56,86.93,70.74,102.71,358.78
2022-08-01,west,1354.58,106.27,48.84,93.96,116.16,40.06,102.88,161.56
2022-08-08,west,1253.05,106.76,177.14,0.0,89.66,0.0,102.76,384.02
2022-08-15,west,1327.25,0.0,175.48,87.85,119.41,45.72,102.35,318.01
2022-08-22,west,1231.61,189.42,100.16,0.0,91.97,56.17,101.99,306.89
2022-08-29,west,1236.33,0.0,144.14,0.0,87.29,72.95,103.02,219.26
2022-09-05,west,1289.91,221.25,93.65,0.0,129.85,71.07,103.02,211.69
2022-09-12,west,1270.53,147.58,136.58,33.06,72.29,75.18,103.41,374.59
2022-09-19,west,1271.85,213.84,154.32,103.83,61.14,21.93,103.01,215.67
2022-09-26,west,1224.19,0.0,172.97,0.0,98.83,0.0,102.62,325.15
2022-10-03,west,1236.11,0.0,100.83,86.38,130.1,27.24,103.16,227.98
2022-10-10,west,1221.45,0.0,151.4,33.93,81.94,45.44,102.49,161.66
2022-10-17,west,1226.15,193.38,83.1,62.59,56.35,54.21,102.28,125.75
2022-10-24,west,1226.6,0.0,178.72,93.98,79.59,0.0,102.3,249.39
2022-10-31,west,1207.1,0.0,51.4,98.86,94.15,52.29,102.35,349.46
2022-11-07,west,1255.9,260.37,144.08,35.35,66.22,83.77,102.27,201.53
2022-11-14,west,1347.82,162.95,166.8,24.0,109.35,0.0,102.46,197.63
2022-11-21,west,1315.49,138.65,166.76,0.0,140.29,0.0,102.81,194.83
2022-11-28,west,1342.42,113.28,86.97,58.23,94.56,44.14,103.18,238.92
2022-12-05,west,1365.59,191.21,193.38,0.0,87.5,26.78,102.68,222.78
2022-12-12,west,1408.59,194.35,83.66,25.24,93.23,28.48,102.54,332.39
2022-12-19,west,1368.78,267.55,172.62,0.0,68.5,0.0,103.14,247.65
2022-12-26,west,1541.4,141.13,86.32,105.71,142.18,76.05,103.59,253.94
2023-01-02,west,1376.21,173.72,88.55,0.0,99.82,0.0,102.9,171.38
2023-01-09,west,1305.56,0.0,120.13,78.31,98.94,0.0,103.08,380.13
2023-01-16,west,1375.66,0.0,103.07,0.0,127.76,0.0,102.09,210.02
2023-01-23,west,1364.59,0.0,69.15,32.17,107.88,0.0,102.11,172.75
2023-01-30,west,1254.72,0.0,70.56,0.0,130.75,0.0,103.06,318.48
2023-02-06,west,1338.62,157.87,103.2,0.0,71.51,0.0,102.59,305.25
2023-02-13,west,1457.53,286.24,147.96,82.28,151.86,0.0,102.17,263.73
2023-02-20,west,1515.28,120.2,166.53,61.32,167.16,0.0,102.55,265.77
2023-02-27,west,1445.38,286.48,59.1,0.0,137.38,57.19,101.78,351.83
2023-03-06,west,1463.04,235.51,99.89,33.12,171.78,0.0,101.46,208.04
2023-03-13,west,1419.65,204.44,61.23,0.0,84.99,0.0,101.76,354.45
2023-03-20,west,1481.64,0.0,50.19,33.28,121.25,49.13,101.44,308.87
2023-03-27,west,1489.93,0.0,135.35,40.98,135.31,0.0,101.33,248.67
2023-04-03,west,1474.1,179.18,127.52,0.0,133.22,55.64,101.7,252.65
2023-04-10,west,1491.49,128.89,69.52,66.63,113.21,0.0,101.91,198.92
2023-04-17,west,1428.73,0.0,78.86,0.0,105.92,0.0,102.04,312.77
2023-04-24,west,1492.09,294.11,51.13,107.87,82.3,19.66,101.87,250.94
2023-05-01,west,1586.73,210.69,158.21,119.57,110.57,41.42,102.06,201.37
2023-05-08,west,1550.09,241.81,176.66,79.94,84.95,69.49,102.0,265.08
2023-05-15,west,1579.36,109.96,65.88,102.0,145.15,55.22,102.22,359.97
2023-05-22,west,1460.23,181.2,78.55,55.39,88.01,35.24,101.98,225.8
2023-05-29,west,1460.39,0.0,162.63,53.35,71.21,0.0,101.88,344.04
2023-06-05,west,1515.94,221.01,170.29,62.66,120.91,0.0,101.39,208.92
2023-06-12,west,1485.35,287.45,103.39,88.56,123.37,0.0,101.37,143.43
2023-06-19,west,1387.18,231.0,54.68,0.0,148.86,0.0,100.97,184.43
2023-06-26,west,1396.67,111.67,53.2,54.26,117.48,58.27,100.41,241.66
2023-07-03,west,1440.1,0.0,123.76,36.79,93.17,50.22,100.54,199.97
2023-07-10,west,1318.97,0.0,99.86,84.71,134.61,0.0,100.65,153.41
2023-07-17,west,1241.67,0.0,51.78,36.32,107.85,35.25,101.04,378.71
2023-07-24,west,1321.83,266.06,124.99,79.54,64.01,45.66,100.82,366.76
2023-07-31,west,1312.7,0.0,49.49,90.57,106.35,0.0,101.03,346.56
2023-08-07,west,1301.5,0.0,151.93,91.26,134.63,0.0,101.3,211.73
2023-08-14,west,1179.19,0.0,88.45,96.33,88.29,0.0,101.52,202.07
2023-08-21,west,1202.78,148.09,53.31,107.79,78.52,0.0,101.11,189.76
2023-08-28,west,1158.65,117.6,125.66,0.0,64.67,0.0,101.18,346.27
2023-09-04,west,1212.6,168.4,100.49,94.1,64.64,36.85,101.37,393.07
2023-09-11,west,1272.84,0.0,176.54,83.44,87.3,0.0,101.37,270.0
2023-09-18,west,1194.28,233.87,119.83,41.92,100.12,0.0,100.33,190.85
2023-09-25,west,1289.17,230.26,84.33,26.47,57.65,56.6,100.41,280.17
2023-10-02,west,1277.83,0.0,141.65,0.0,127.67,80.14,101.51,235.53
2023-10-09,west,1273.67,0.0,83.84,66.53,112.76,29.51,101.33,236.37
2023-10-16,west,1198.26,0.0,167.36,83.24,99.38,0.0,100.97,290.47
2023-10-23,west,1221.71,127.99,97.46,105.6,119.96,0.0,101.16,309.43
2023-10-30,west,1172.63,0.0,120.58,42.84,58.71,59.3,101.31,160.0
2023-11-06,west,1188.98,104.55,68.22,36.05,92.72,0.0,101.91,139.65
2023-11-13,west,1324.56,0.0,128.5,116.49,106.96,0.0,101.28,368.72
2023-11-20,west,1454.7,130.31,189.5,34.37,125.67,52.41,101.65,186.28
2023-11-27,west,1443.74,275.38,188.05,69.94,123.69,77.17,101.94,145.08
2023-12-04,west,1421.17,209.64,97.71,80.21,80.56,0.0,101.87,180.77
2023-12-11,west,1426.17,0.0,89.4,75.97,142.33,0.0,102.04,148.74
2023-12-18,west,1380.35,198.5,198.22,32.26,69.35,0.0,102.55,238.53
2023-12-25,west,1494.23,245.22,229.17,29.47,141.41,0.0,102.99,342.83
2022-01-03,southwest,743.97,79.38,86.35,19.11,54.48,0.0,99.09,138.93
2022-01-10,southwest,751.55,81.2,49.71,23.04,70.99,0.0,98.79,100.48
2022-01-17,southwest,743.27,60.94,52.49,0.0,67.86,36.53,98.98,141.86
2022-01-24,southwest,822.41,94.33,99.2,44.1,44.27,43.56,99.27,114.31
2022-01-31,southwest,785.53,122.61,32.33,14.8,54.8,47.57,99.22,210.42
2022-02-07,southwest,815.12,0.0,65.39,0.0,52.49,34.69,99.19,131.07
2022-02-14,southwest,839.94,135.36,98.29,39.2,51.63,0.0,99.39,218.44
2022-02-21,southwest,884.1,107.81,75.0,52.8,64.54,14.57,99.28,159.95
2022-02-28,southwest,836.27,169.42,70.07,0.0,83.61,0.0,99.98,173.14
2022-03-07,southwest,848.68,141.59,47.23,0.0,53.44,32.78,100.39,159.37
2022-03-14,southwest,823.64,0.0,54.43,30.1,63.32,0.0,100.83,99.44
2022-03-21,southwest,913.78,118.78,93.61,44.14,65.18,40.59,100.35,131.36
2022-03-28,southwest,897.38,0.0,71.06,43.87,103.04,0.0,100.31,89.68
2022-04-04,southwest,863.09,62.29,67.64,0.0,101.73,0.0,100.16,159.86
2022-04-11,southwest,838.16,0.0,35.67,23.47,91.69,12.66,99.66,132.07
2022-04-18,southwest,839.36,70.44,29.23,68.74,55.6,0.0,99.84,175.47
2022-04-25,southwest,873.5,0.0,102.2,0.0,44.25,43.26,99.57,94.84
2022-05-02,southwest,853.04,119.36,57.03,41.91,59.75,21.52,99.89,84.98
2022-05-09,southwest,877.41,123.17,74.45,47.78,56.11,35.16,99.36,117.47
2022-05-16,southwest,824.21,127.47,34.14,26.73,70.44,22.6,100.22,189.7
2022-05-23,southwest,858.24,75.78,80.6,44.45,86.37,47.38,99.77,159.64
2022-05-30,southwest,833.81,0.0,99.81,0.0,90.14,0.0,99.88,119.84
2022-06-06,southwest,876.21,129.45,72.33,42.85,88.05,32.82,100.28,135.38
2022-06-13,southwest,805.43,171.41,37.71,0.0,58.07,16.91,99.99,77.2
2022-06-20,southwest,814.44,0.0,72.79,48.24,76.12,37.92,100.42,206.23
2022-06-27,southwest,797.97,165.79,87.01,34.77,53.47,0.0,99.8,165.04
2022-07-04,southwest,744.61,0.0,59.29,0.0,38.41,19.56,100.53,115.26
2022-07-11,southwest,774.35,0.0,95.75,23.55,72.94,29.53,100.54,160.87
2022-07-18,southwest,729.89,78.85,77.95,35.53,34.27,45.72,100.24,97.54
2022-07-25,southwest,753.87,0.0,97.24,33.43,54.83,0.0,100.09,220.41
2022-08-01,southwest,700.62,130.18,76.01,0.0,49.72,0.0,100.49,112.11
2022-08-08,southwest,740.28,127.69,38.11,57.78,67.54,0.0,100.2,180.13
2022-08-15,southwest,721.5,114.28,51.85,41.11,70.16,29.77,99.83,124.79
2022-08-22,southwest,751.66,118.91,43.54,58.46,46.19,45.6,99.71,191.08
2022-08-29,southwest,741.87,0.0,97.98,46.28,70.52,0.0,99.13,198.78
2022-09-05,southwest,675.69,0.0,86.55,0.0,44.62,0.0,100.04,182.94
2022-09-12,southwest,667.11,79.51,80.08,59.36,51.58,0.0,99.75,172.65
2022-09-19,southwest,692.76,151.82,51.17,27.34,64.69,0.0,100.17,209.0
2022-09-26,southwest,669.41,0.0,42.17,26.57,62.81,36.81,100.27,92.11
2022-10-03,southwest,716.72,66.11,86.25,42.25,76.75,33.36,99.78,124.28
2022-10-10,southwest,699.29,107.91,64.51,0.0,40.52,0.0,99.78,109.57
2022-10-17,southwest,704.23,134.34,45.39,14.51,61.59,22.41,100.17,210.18
2022-10-24,southwest,673.53,0.0,75.48,0.0,59.44,0.0,100.08,123.79
2022-10-31,southwest,680.67,88.93,31.11,42.62,74.79,26.11,100.67,169.81
2022-11-07,southwest,715.93,122.42,61.1,38.95,38.35,0.0,101.18,161.74
2022-11-14,southwest,767.31,97.29,77.31,0.0,68.44,0.0,101.64,94.97
2022-11-21,southwest,736.55,167.01,48.06,45.99,60.18,0.0,101.41,98.94
2022-11-28,southwest,853.67,165.79,115.99,62.35,46.09,24.15,100.87,105.87
2022-12-05,southwest,814.35,115.78,56.23,0.0,57.28,32.24,100.57,125.82
2022-12-12,southwest,854.52,95.02,51.93,45.88,50.84,20.21,100.66,103.51
2022-12-19,southwest,819.82,143.72,50.03,62.61,65.02,0.0,100.94,76.44
2022-12-26,southwest,786.66,60.37,111.58,46.65,83.25,0.0,99.85,200.16
2023-01-02,southwest,783.99,0.0,60.76,54.21,66.88,0.0,99.85,215.79
2023-01-09,southwest,796.01,0.0,71.54,34.83,71.65,14.48,99.93,131.98
2023-01-16,southwest,711.96,0.0,29.62,19.18,66.35,0.0,99.79,134.91
2023-01-23,southwest,739.58,0.0,30.65,39.64,39.88,45.42,100.43,91.49
2023-01-30,southwest,844.13,121.78,62.33,0.0,51.39,17.0,100.64,188.17
2023-02-06,southwest,851.33,144.14,90.88,62.56,67.88,47.78,101.3,210.27
2023-02-13,southwest,871.89,113.72,96.16,27.66,57.58,0.0,101.19,116.25
2023-02-20,southwest,811.65,0.0,34.68,68.14,50.25,0.0,101.66,118.28
2023-02-27,southwest,814.81,171.72,69.45,67.66,71.04,0.0,102.48,205.93
2023-03-06,southwest,859.85,0.0,98.32,27.87,60.13,22.11,103.13,180.24
2023-03-13,southwest,847.19,129.09,57.87,0.0,56.39,17.75,102.59,98.2
2023-03-20,southwest,853.88,0.0,91.88,64.15,69.86,0.0,102.46,176.51
2023-03-27,southwest,824.36,113.54,38.29,0.0,48.79,0.0,102.29,129.65
2023-04-03,southwest,857.02,0.0,100.03,0.0,100.0,16.04,102.53,134.87
2023-04-10,southwest,862.95,64.91,85.86,31.98,96.04,14.53,102.88,187.87
2023-04-17,southwest,839.03,68.63,100.48,43.46,85.5,0.0,102.46,190.68
2023-04-24,southwest,898.05,155.66,80.1,52.52,46.69,41.13,102.49,130.63
2023-05-01,southwest,804.71,0.0,55.98,29.31,88.87,0.0,101.48,205.15
2023-05-08,southwest,798.68,79.2,100.24,0.0,90.15,0.0,102.2,128.09
2023-05-15,southwest,850.69,116.08,49.22,0.0,86.75,35.27,101.95,178.63
2023-05-22,southwest,817.57,0.0,53.58,16.76,45.5,18.09,101.97,138.52
2023-05-29,southwest,808.6,0.0,81.96,35.63,77.11,14.26,101.82,197.45
2023-06-05,southwest,737.2,0.0,86.93,0.0,87.42,0.0,102.39,200.65
2023-06-12,southwest,780.01,70.19,99.56,0.0,70.91,46.06,100.97,88.25
2023-06-19,southwest,765.67,60.34,43.77,41.5,73.75,0.0,100.96,210.1
2023-06-26,southwest,717.34,0.0,89.45,31.96,61.77,0.0,100.91,197.92
2023-07-03,southwest,772.46,155.27,84.87,24.77,64.61,35.75,100.68,196.69
2023-07-10,southwest,721.41,0.0,32.91,0.0,36.26,0.0,101.55,117.58
2023-07-17,southwest,789.85,61.37,57.82,68.59,68.24,36.57,101.1,205.53
2023-07-24,southwest,731.65,108.11,49.77,37.02,37.46,36.78,101.49,214.82
2023-07-31,southwest,761.33,156.44,51.45,38.9,55.22,0.0,101.67,138.72
2023-08-07,southwest,692.84,87.23,103.69,46.29,47.01,0.0,102.3,233.33
2023-08-14,southwest,760.92,106.18,77.49,69.07,59.02,0.0,101.97,108.0
2023-08-21,southwest,682.7,60.75,83.26,0.0,37.7,0.0,101.6,122.22
2023-08-28,southwest,737.49,0.0,103.2,52.15,64.63,44.8,102.15,175.89
2023-09-04,southwest,724.62,124.74,57.04,54.1,68.96,32.43,102.36,179.87
2023-09-11,southwest,718.54,0.0,89.74,48.01,37.96,0.0,101.59,187.55
2023-09-18,southwest,632.03,0.0,61.46,18.96,34.89,0.0,101.32,97.03
2023-09-25,southwest,693.76,93.55,94.95,51.9,36.72,16.8,101.51,226.15
2023-10-02,southwest,690.02,68.69,41.91,17.59,71.5,37.13,101.93,94.8
2023-10-09,southwest,685.4,0.0,100.97,47.38,54.96,0.0,101.59,105.44
2023-10-16,southwest,655.42,0.0,44.85,55.42,52.26,0.0,100.13,84.42
2023-10-23,southwest,629.07,0.0,53.12,25.81,35.23,48.45,100.39,159.24
2023-10-30,southwest,655.71,0.0,86.23,61.13,61.9,0.0,99.78,208.36
2023-11-06,southwest,691.95,171.44,75.78,0.0,73.29,0.0,98.78,169.72
2023-11-13,southwest,787.37,158.94,91.73,0.0,72.24,41.24,97.36,191.05
2023-11-20,southwest,815.76,127.49,81.54,39.78,63.09,14.62,97.77,77.94
2023-11-27,southwest,832.88,139.4,104.17,26.18,35.87,40.56,97.83,152.98
2023-12-04,southwest,814.49,89.94,57.04,0.0,38.42,45.54,97.72,143.21
2023-12-11,southwest,791.85,131.06,35.82,67.39,35.75,25.24,98.41,151.16
2023-12-18,southwest,832.5,110.22,66.81,0.0,47.64,0.0,98.73,94.4
2023-12-25,southwest,775.07,113.36,83.78,0.0,41.83,0.0,99.54,183.47
